country,year,month,fraud_cases,economy_index_2015,unemployment_rate,inflation_index,total_pop_thousands,conexiones_moviles,numero_transacciones_digitales_millions,monto_transacciones_millions,FRISK,ln_FRISK,std_ln_FRISK
Mexico,2018,4,47.0,99.455208,3.4,99.051,122986.343,57.0,62.559092,19.564837,0.038215625291013,0.037503494664729874,-0.590765741604128
Mexico,2018,5,101.0,100.172373,3.22,99.4215,123126.078,57.0,62.559092,19.564837,0.0820297386553643,0.07883866494063907,0.1875881389361344
Mexico,2018,6,102.0,99.922216,3.33,99.8775,123271.172,57.0,62.559092,19.564837,0.08274440677825307,0.0794989353437755,0.20002123228150398
Mexico,2018,7,73.0,100.250623,3.21,100.3302,123415.609,57.0,61.968089,17.823834,0.059149730404036656,0.05746644510836946,-0.21485728783163296
Mexico,2018,8,104.0,100.591952,3.21,100.9339,123556.417,57.0,61.968089,17.823834,0.08417207501250218,0.0808166312059101,0.2248338478052403
Mexico,2018,9,84.0,100.675471,3.29,101.3357,123697.273,57.0,61.968089,17.823834,0.06790772178138478,0.06570133397864515,-0.05979181537287896
Mexico,2018,10,69.0,100.566834,3.21,101.6793,123836.245,57.0,69.439966,19.837388,0.05571874373290308,0.05422180864693961,-0.27595478335031565
Mexico,2018,11,92.0,100.020115,3.39,102.1272,123975.803,57.0,69.439966,19.837388,0.07420802912645785,0.07158367297856373,0.05097442453078004
Mexico,2018,12,49.0,99.657869,3.59,102.6988,124111.305,57.0,69.439966,19.837388,0.03948069033679084,0.03872125222881296,-0.5678349947550277
Mexico,2019,1,106.0,100.124165,3.51,102.5666,124249.538,70.0,66.454202,17.378151,0.08531218844451559,0.0818676768909831,0.24462535905682112
Mexico,2019,2,62.0,100.51818,3.49,102.4776,124382.749,70.0,66.454202,17.378151,0.04984614064125564,0.04864362070984999,-0.3809937658496102
Mexico,2019,3,97.0,99.209785,3.62,102.9359,124503.921,70.0,66.454202,17.378151,0.07790919291610102,0.07502323231170809,0.11574237725557376
Mexico,2019,4,49.0,99.65607,3.5,103.3494,124653.039,70.0,69.604562,18.139985,0.03930910982443035,0.03855617492014339,-0.5709434508938183
Mexico,2019,5,132.0,99.249073,3.54,103.679,124776.955,70.0,69.604562,18.139985,0.1057887652411457,0.10055889502304631,0.5965867050003977
Mexico,2019,6,58.0,99.726593,3.51,103.7682,124904.544,70.0,69.604562,18.139985,0.046435460346422625,0.04538958909235394,-0.44226817502641014
Mexico,2019,7,109.0,99.53492,3.44,104.0302,125033.725,70.0,69.632614,18.218928,0.08717647978575381,0.0835839498696376,0.27694330341474477
Mexico,2019,8,113.0,99.612248,3.43,104.0486,125156.849,70.0,69.632614,18.218928,0.0902867089598908,0.08644069739623553,0.3307367318247208
Mexico,2019,9,46.0,100.057897,3.49,104.3149,125280.278,70.0,69.632614,18.218928,0.036717670757403655,0.03605963640027618,-0.6179540336950076
Mexico,2019,10,155.0,99.036503,3.63,104.7217,125403.31,70.0,64.696961,16.415492,0.12360120318993174,0.11653888708213421,0.8974948359496674
Mexico,2019,11,101.0,99.237639,3.58,105.1932,125523.453,70.0,64.696961,16.415492,0.0804630509965337,0.07738970017143137,0.1603036898011507
Mexico,2019,12,97.0,99.044554,3.14,105.6851,125640.093,70.0,64.696961,16.415492,0.07720465472753192,0.07436940308181551,0.10343057316959577
Mexico,2020,1,92.0,99.919178,3.72,105.9467,125761.382,72.0,65.232641,18.056842,0.07315441237756118,0.07060236045014946,0.03249600991640545
Mexico,2020,2,109.0,99.182144,3.72,106.3543,125877.477,72.0,65.232641,18.056842,0.08659213911635677,0.08304632072328692,0.26681958239072645
Mexico,2020,3,96.0,95.618949,3.35,106.3269,125986.802,72.0,65.232641,18.056842,0.07619845767654297,0.07343488495242187,0.08583331138033681
Mexico,2020,4,146.0,77.651489,4.69,105.5789,126112.09,72.0,62.84481,15.318671,0.11577002648992654,0.10954477327042127,0.765793536790878
Mexico,2020,5,69.0,76.131352,4.25,106.5909,126220.507,72.0,62.84481,15.318671,0.05466623581222028,0.05322435271529929,-0.29473718317782116
Mexico,2020,6,172.0,85.145728,5.44,107.1728,126330.845,72.0,62.84481,15.318671,0.13615043895257725,0.12764574018649694,1.106640272067778
Mexico,2020,7,160.0,89.50761,5.02,107.7216,126444.174,72.0,65.468351,14.548648,0.1265380562334173,0.11914926303895057,0.9466490124558951
Mexico,2020,8,75.0,92.112152,4.95,108.2013,126554.255,72.0,65.468351,14.548648,0.05926311999545175,0.0575734965657868,-0.2128414761936961
Mexico,2020,9,103.0,94.590641,4.86,108.447,126663.984,72.0,65.468351,14.548648,0.08131751169298448,0.07818021587473195,0.17518934192705052
Mexico,2020,10,91.0,95.605073,4.64,108.9751,126769.881,72.0,70.702083,18.303756,0.07178361238660468,0.0693241881563528,0.008427635255432869
Mexico,2020,11,47.0,96.359495,4.52,108.7395,126880.697,72.0,70.702083,18.303756,0.037042671668173446,0.03637307755042422,-0.6120518411091235
Mexico,2020,12,86.0,96.068143,4.02,109.0782,126988.055,72.0,70.702083,18.303756,0.06772290511891059,0.06552825473862331,-0.0630509503229163
Mexico,2021,1,53.0,96.145151,4.63,109.7505,127091.869,76.0,68.523179,17.81415,0.04170211707249344,0.040856026330760145,-0.5276365464303608
Mexico,2021,2,23.0,95.871448,4.59,110.4147,127203.294,76.0,68.523179,17.81415,0.018081292769037884,0.017919770312396357,-0.9595332522572421
Mexico,2021,3,50.0,97.413501,4.34,111.2637,127304.144,76.0,68.523179,17.81415,0.039276019168708286,0.03852433532381104,-0.5715430002169419
Mexico,2021,4,74.0,97.231613,4.67,112.0685,127415.94,76.0,97.306857,18.87462,0.05807750584424523,0.056453587694579664,-0.23392970227180596
Mexico,2021,5,73.0,97.22896,4.05,112.8586,127524.57,76.0,97.306857,18.87462,0.05724387073016596,0.05566539998327624,-0.24877151759740332
Mexico,2021,6,38.0,97.043355,3.97,113.4354,127637.096,76.0,97.306857,18.87462,0.02977190894408942,0.02933733009130042,-0.7445371145640625
Mexico,2021,7,127.0,96.702679,4.03,113.9215,127680.895,76.0,75.614304,19.326891,0.09946672131331787,0.09482526344531439,0.48862067127350106
Mexico,2021,8,56.0,95.947021,4.0,114.1846,127778.968,76.0,75.614304,19.326891,0.04382567872985169,0.042892501121976616,-0.4892891041485134
Mexico,2021,9,49.0,95.780918,3.93,114.8983,127876.717,76.0,75.614304,19.326891,0.03831815607214877,0.0376022465195172,-0.5889062140185102
Mexico,2021,10,94.0,96.429157,3.87,115.7438,127961.4,76.0,80.589477,21.077827,0.07345965267651026,0.07088675279246721,0.0378512045789993
Mexico,2021,11,43.0,97.043577,3.83,116.8154,128057.424,76.0,80.589477,21.077827,0.03357868576209998,0.03302723247337969,-0.6750551257701265
Mexico,2021,12,101.0,97.626519,3.74,117.1674,128150.341,76.0,80.589477,21.077827,0.07881368025388243,0.0758619931947685,0.13153650085099391
Mexico,2022,1,57.0,98.340241,3.63,117.557,128233.635,79.0,79.952442,23.918951,0.04445011638327183,0.04349054250472159,-0.4780278022625863
Mexico,2022,2,206.0,98.740607,3.91,118.492,128292.512,79.0,79.952442,23.918951,0.16057055613658885,0.14891174293385237,1.5070855986866702
Mexico,2022,3,33.0,99.109279,3.45,119.6653,128360.957,79.0,79.952442,23.918951,0.02570875192212847,0.025383838928274303,-0.818982560606327
Mexico,2022,4,117.0,99.836992,3.06,120.5797,128440.139,79.0,83.195874,26.984815,0.09109301882645891,0.08717996336906818,0.34465733587364195
Mexico,2022,5,48.0,99.723288,3.32,121.4636,128532.437,79.0,83.195874,26.984815,0.037344658765008865,0.03666423542102842,-0.6065692494826243
Mexico,2022,6,124.0,99.448043,3.31,122.4856,128630.938,79.0,83.195874,26.984815,0.09639982567801846,0.09203192645160556,0.4360212825641457
Mexico,2022,7,125.0,99.976832,3.09,123.178,128709.726,79.0,83.428614,22.604882,0.09711775782973853,0.09268652086448244,0.4483474952794141
Mexico,2022,8,115.0,100.471107,3.2,124.0708,128799.017,79.0,83.428614,22.604882,0.08928639571837726,0.08552279901549291,0.31345242497842646
Mexico,2022,9,101.0,100.603505,3.1,124.8725,128888.784,79.0,83.428614,22.604882,0.07836213273608043,0.0754433462567879,0.12365325114914365
Mexico,2022,10,67.0,101.078954,3.22,125.458,128817.894,79.0,88.997828,24.453584,0.052011407669807115,0.05070395804931688,-0.3421969844963059
Mexico,2022,11,118.0,101.61558,2.99,125.9574,128895.076,79.0,88.997828,24.453584,0.09154732955043217,0.0875962580012755,0.3524962909393599
Mexico,2022,12,157.0,102.503955,2.99,126.3469,128969.879,81.0,88.997828,24.453584,0.12173385073890004,0.11487556928171377,0.8661740537710227
Mexico,2023,1,110.0,102.70563,2.91,126.8748,129015.5,81.0,86.043538,22.929417,0.08526107328189249,0.08182057858425115,0.24373848355668445
Mexico,2023,2,93.0,102.250191,2.88,127.5398,129095.92,81.0,86.043538,22.929417,0.07203945717262017,0.06956286903525824,0.012922069101156829
Mexico,2023,3,163.0,101.850669,2.87,127.8848,129168.128,81.0,86.043538,22.929417,0.1261921207064331,0.11884213746017994,0.9408657440078969
Mexico,2023,4,128.0,103.046625,2.85,128.1004,129177.146,81.0,88.261619,21.080415,0.09908873509250622,0.09448141382948196,0.4821458779916784
Mexico,2023,5,110.0,103.035945,2.98,128.5491,129248.049,81.0,88.261619,21.080415,0.08510766766003562,0.08167921493555987,0.24107656287771434
Mexico,2023,6,222.0,103.448503,2.61,128.6935,129282.515,81.0,88.261619,21.080415,0.17171695646545862,0.1584701572655544,1.687073459804252
Mexico,2023,7,83.0,103.59835,2.82,129.0672,129359.473,81.0,88.558548,20.739096,0.06416228983864213,0.06218790733206977,-0.12595071216952122
Mexico,2023,8,154.0,103.963772,2.63,129.7826,129439.473,81.0,88.558548,20.739096,0.11897452641822792,0.11241266447570018,0.819796804073827
Mexico,2023,9,105.0,104.774181,2.65,130.4276,129519.287,81.0,88.558548,20.739096,0.08106900712015191,0.07795037299348513,0.1708613302764663
Mexico,2023,10,92.0,105.077231,2.67,130.7854,129591.095,81.0,91.434614,20.171536,0.07099253231867514,0.06858581881634962,-0.005476084923467185
Mexico,2023,11,79.0,104.274911,2.82,131.4157,126067.674,81.0,91.434614,20.171536,0.06266475575649948,0.06077967403662928,-0.15246817521359948
Mexico,2023,12,165.0,104.751973,2.85,132.2456,129776.274,81.0,91.434614,20.171536,0.12714188419371633,0.11968512260260587,0.9567394116973081
Mexico,2024,1,154.0,103.960228,2.75,133.0712,129814.256,,83.190748,19.356471,0.11863103848933201,0.11210565064182286,0.8140156398162982
Mexico,2024,2,105.0,104.621593,2.6,133.1536,129910.21,,83.190748,19.356471,0.08082505601368822,0.07772469023533428,0.16661165501432948
Mexico,2024,3,84.0,105.150908,2.76,133.4172,129999.691,,83.190748,19.356471,0.0646155382015485,0.06261373699243669,-0.11793220961144879
Mexico,2024,4,122.0,104.083306,2.65,134.1896,129895.289,,80.589477,21.905732,0.09392180497015562,0.08976922518395601,0.3934139266388493
Mexico,2024,5,195.0,104.753271,2.66,134.5664,129985.091,,80.589477,21.905732,0.15001720466541812,0.13977690284187472,1.3350737698676298
Mexico,2024,6,308.0,104.686665,2.75,135.1306,130078.421,,80.589477,21.905732,0.2367802419741857,0.21251142360552056,2.704687009821189
Mexico,2024,7,146.0,105.767055,2.64,136.2539,130280.23,,82.063964,22.461725,0.11206612085348637,0.10621965525982195,0.703180549121327
Mexico,2024,8,173.0,105.205554,2.73,136.2451,130454.043,,82.063964,22.461725,0.13261375118899152,0.12452801588202267,1.0479325712250274
Mexico,2024,9,214.0,105.383797,2.7,136.406,130549.215,,82.063964,22.461725,0.16392285468740658,0.1517960710711452,1.5613983784194727
Mexico,2024,10,338.0,104.620583,2.43,137.0131,130642.421,,86.526246,23.530049,0.2587214760816473,0.2300965042827774,3.0358194496634336
Mexico,2024,11,256.0,105.025856,2.73,137.3924,130789.279,,86.526246,23.530049,0.19573469779583386,0.17876080633630445,2.069152578808234
Mexico,2024,12,284.0,104.103839,2.67,137.7921,130931.501,,86.526246,23.530049,0.21690731247326034,0.19631265044212748,2.399659163859542
Chile,2013,12,0.0,89.8918,6.027,65.1457,17611.902,,,,0.0,0.0,-1.2969680001472967
Chile,2014,1,4.0,89.9421,6.103,65.2621,17787.617,56.14567707,7.859908,2.112723526,0.02248755412262362,0.022238436853526302,-0.8782114423164471
Chile,2014,2,5.0,90.8511,6.482,65.5604,17787.617,55.62279084,6.990286,1.801852839,0.028109442653279526,0.02772162309130619,-0.774961370829786
Chile,2014,3,3.0,90.8388,6.365,66.0082,17787.617,57.18757605,8.490175,2.129623257,0.016865665591967716,0.01672501944512934,-0.9820307759787812
Chile,2014,4,8.0,91.3807,6.452,66.399,17787.617,56.5663911,8.335384,2.13604141,0.04497510824524724,0.04399306527206947,-0.4685651450770898
Chile,2014,5,4.0,91.4842,6.199,66.6518,17787.617,58.482044,8.665015,2.16756402,0.02248755412262362,0.022238436853526302,-0.8782114423164471
Chile,2014,6,4.0,90.7211,6.062,66.7509,17787.617,58.61243246,8.314215,2.085577706,0.02248755412262362,0.022238436853526302,-0.8782114423164471
Chile,2014,7,2.0,90.5995,6.338,66.9304,17787.617,56.85966816,8.654207,2.116541673,0.01124377706131181,0.011181035662173489,-1.086425683809388
Chile,2014,8,5.0,91.0324,6.369,67.1497,17787.617,56.59153219,8.880094,2.213548905,0.028109442653279526,0.02772162309130619,-0.774961370829786
Chile,2014,9,4.0,90.9881,6.686,67.5293,17787.617,59.63974264,9.105051,2.213520262,0.02248755412262362,0.022238436853526302,-0.8782114423164471
Chile,2014,10,6.0,92.1247,6.617,68.1693,17787.617,59.96590774,9.611557,2.379286587,0.03373133118393543,0.033174907878482575,-0.6722743527902417
Chile,2014,11,6.0,91.5545,6.508,68.328,17787.617,59.69059262,9.495112,2.355086761,0.03373133118393543,0.033174907878482575,-0.6722743527902417
Chile,2014,12,5.0,92.0983,6.417,68.206,17787.617,61.2794114,11.062354,2.78333185,0.028109442653279526,0.02772162309130619,-0.774961370829786
Chile,2015,1,11.0,92.6981,6.596,68.2221,17971.423,59.38425688,9.454512,2.565341395,0.06120828606616182,0.05940815145503623,-0.17829436430404877
Chile,2015,2,19.0,92.5576,6.521,68.4599,17971.423,59.56302959,8.602718,2.375199838,0.1057234032051886,0.10049978430513229,0.5954736321289714
Chile,2015,3,16.0,92.0434,6.41,68.7807,17971.423,60.48421986,10.248571,2.665004399,0.08903023427805355,0.08528760690615772,0.3090236857292214
Chile,2015,4,4.0,93.4154,6.182,69.1317,17971.423,60.9938178,9.55564,2.453674275,0.022257558569513388,0.022013474287138176,-0.8824475561477367
Chile,2015,5,6.0,93.0991,6.403,69.2895,17971.423,61.29685446,9.643932,2.448664581,0.03338633785427008,0.03284111620514353,-0.6785597519431005
Chile,2015,6,7.0,93.2826,6.461,69.6906,17971.423,59.64138176,9.992511,2.457641318,0.03895072749664843,0.038211287986470964,-0.577437777187377
Chile,2015,7,2.0,92.9746,6.446,69.99,17971.423,61.33686242,10.291633,2.572831533,0.011128779284756694,0.011067310051807396,-1.0885671717857142
Chile,2015,8,18.0,92.1837,6.414,70.4782,17971.423,61.6134571,10.488877,2.544212626,0.10015901356281025,0.0954547271412282,0.5004736649131396
Chile,2015,9,4.0,93.5649,6.383,70.6804,17971.423,62.6171617,10.452474,2.497206869,0.022257558569513388,0.022013474287138176,-0.8824475561477367
Chile,2015,10,7.0,93.8932,6.403,70.8978,17971.423,62.05180302,10.180589,2.434860525,0.03895072749664843,0.038211287986470964,-0.577437777187377
Chile,2015,11,11.0,93.4171,6.421,71.0198,17971.423,61.82268928,11.188781,2.687375804,0.06120828606616182,0.05940815145503623,-0.17829436430404877
Chile,2015,12,4.0,93.856,6.412,71.2254,17971.423,64.29134187,12.466731,3.038090464,0.022257558569513388,0.022013474287138176,-0.8824475561477367
Chile,2016,1,5.0,94.4804,6.283,71.4881,18167.147,64.31089593,10.916916,2.797819646,0.02752220808253492,0.027150280860310048,-0.7857199195340491
Chile,2016,2,16.0,94.553,6.226,71.6955,18167.147,64.08849447,10.425521,2.692871518,0.08807106586411174,0.08440646419043898,0.29243149928093715
Chile,2016,3,24.0,94.4696,6.243,71.8465,18167.147,64.94281683,12.045562,2.942509076,0.1321065987961676,0.12408014389526306,1.039499004928996
Chile,2016,4,27.0,94.097,6.442,72.0163,18167.147,65.00897472,11.759076,2.808541458,0.14861992364568857,0.13856115532381447,1.3121808727990312
Chile,2016,5,3.0,93.9886,6.644,72.2078,18167.147,66.61756521,12.618803,2.994791812,0.01651332484952095,0.016378462558656617,-0.9885565479935927
Chile,2016,6,1.0,94.4868,6.734,72.6109,18167.147,68.1365489,11.908175,2.779175038,0.005504441616506984,0.005489347542053624,-1.1936019094194263
Chile,2016,7,12.0,94.6062,6.759,72.7787,18167.147,70.27072,12.266938,2.839256707,0.0660532993980838,0.06396332392907335,-0.09251907541493117
Chile,2016,8,8.0,94.6143,6.911,72.8379,18167.147,72.47250215,13.385992,3.053112875,0.04403553293205587,0.04309352425678916,-0.48550377712517456
Chile,2016,9,2.0,95.1417,6.833,72.9046,18167.147,73.33008865,13.250023,2.965440838,0.011008883233013968,0.010948726580359659,-1.0908001347698555
Chile,2016,10,32.0,94.6136,6.883,72.9437,18167.147,73.50890043,12.960674,2.934935812,0.1761421317282235,0.16223970248653113,1.7580551475784825
Chile,2016,11,10.0,94.842,6.686,73.1176,18167.147,74.94821834,14.012763,3.136999962,0.05504441616506984,0.0535828666722211,-0.28798625587462406
Chile,2016,12,5.0,95.0311,6.67,73.1689,18167.147,76.76083647,15.659628,3.649144782,0.02752220808253492,0.027150280860310048,-0.7857199195340491
Chile,2017,1,4.0,94.4906,6.672,73.4578,18419.192,76.24333358,13.461165,3.204778366,0.021716479202779363,0.021484035684324373,-0.892417046735468
Chile,2017,2,19.0,94.0149,6.71,73.6512,18419.192,76.582697,11.98918,2.914532573,0.10315327621320197,0.09817269363884099,0.5516538041619746
Chile,2017,3,17.0,93.6714,7.008,73.7977,18419.192,78.07788203,14.910784,3.508908533,0.09229503661181229,0.08828102087810422,0.36539058504464333
Chile,2017,4,12.0,94.8136,6.986,73.927,18419.192,78.27469848,13.461228,3.075312114,0.06514943760833808,0.06311510632101294,-0.10849127203029577
Chile,2017,5,10.0,95.349,7.109,74.0335,18419.192,79.17534602,15.558853,3.539300067,0.054291198006948406,0.05286869090514504,-0.30143440368630603
Chile,2017,6,3.0,95.8126,7.047,73.849,18419.192,79.24106551,14.776498,3.213404441,0.01628735940208452,0.016156143223448143,-0.9927428889744958
Chile,2017,7,8.0,96.6049,7.033,74.0061,18419.192,80.89433022,14.765234,3.232499959,0.043432958405558726,0.0425161986150041,-0.4963749952819967
Chile,2017,8,28.0,97.054,6.811,74.212,18419.192,82.95911134,15.764828,3.423415335,0.15201535441945555,0.1415128906739867,1.3677629509373048
Chile,2017,9,4.0,97.6893,6.63,73.9999,18419.192,83.71837375,15.546494,3.292315722,0.021716479202779363,0.021484035684324373,-0.892417046735468
Chile,2017,10,7.0,97.5862,6.854,74.3151,18419.192,85.48847854,16.507109,3.498114659,0.038003838604863886,0.037299482814762475,-0.5946073470466213
Chile,2017,11,9.0,98.2866,7.017,74.5326,18419.192,87.7685677,16.720643,3.53676606,0.048862078206253566,0.047705841462327765,-0.398652435489214
Chile,2017,12,58.0,98.223,7.002,74.8231,18419.192,90.61997942,17.801392,3.810490491,0.31488894844030074,0.2737522122083535,3.8578697628662875
Chile,2018,1,23.0,98.6349,7.028,75.0294,18751.405,88.723293,16.605657,3.764836521,0.12265747553316672,0.1156986208018249,0.8816723652642845
Chile,2018,2,6.0,98.7446,7.195,75.1386,18751.405,90.80808078,14.585536,3.326452711,0.031997602313000015,0.03149634371655573,-0.7038822286124694
Chile,2018,3,17.0,99.2893,7.25,75.1547,18751.405,92.52428285,18.235887,3.998547684,0.0906598732201667,0.08678290134287629,0.33718053665305775
Chile,2018,4,6.0,99.9313,7.321,75.3345,18751.405,93.68742769,18.361459,3.884565438,0.031997602313000015,0.03149634371655573,-0.7038822286124694
Chile,2018,5,5.0,100.4477,7.004,75.5251,18751.405,94.61202507,18.740254,3.905481744,0.026664668594166677,0.02631536214096667,-0.8014416940132357
Chile,2018,6,15.0,100.2445,7.123,75.7388,18751.405,94.99615629,18.766481,3.851870111,0.07999400578250003,0.07695549091933696,0.15212739697162414
Chile,2018,7,8.0,100.0138,7.231,75.9556,18751.405,95.30182405,19.1646,3.900852797,0.042663469750666684,0.041778467914346584,-0.51026668968697
Chile,2018,8,13.0,99.3722,7.393,76.0933,18751.405,96.35134541,20.142782,4.027123194,0.06932813834483335,0.06703054316802964,-0.034762400380722154
Chile,2018,9,11.0,99.7466,7.387,76.1452,18751.405,97.61094169,18.736658,3.684470721,0.05866227090716669,0.0570061025423848,-0.22352567894313272
Chile,2018,10,6.0,101.1126,7.335,76.2852,18751.405,98.15135453,21.556449,4.251123546,0.031997602313000015,0.03149634371655573,-0.7038822286124694
Chile,2018,11,16.0,101.9481,7.457,76.3957,18751.405,99.18218395,20.555291,3.905316012,0.08532693950133337,0.0818812683319814,0.2448812900418043
Chile,2018,12,10.0,100.5144,7.647,76.4085,18751.405,98.60227007,21.724256,3.965542133,0.05332933718833335,0.051955945114970335,-0.31862168567854504
Chile,2019,1,18.0,100.8444,7.715,76.3216,19107.216,97.33092984,21.63219,4.090044405,0.09420524685542886,0.09002829778819274,0.3982923429004331
Chile,2019,2,9.0,99.7845,7.505,76.4135,19107.216,97.72674889,19.972882,3.676321888,0.04710262342771443,0.04602694373046389,-0.43026659253523203
Chile,2019,3,22.0,100.7711,7.255,76.6408,19107.216,98.97510448,23.586647,4.214896045,0.11513974615663528,0.10897972993447944,0.7551535982042439
Chile,2019,4,7.0,101.8969,7.167,76.8374,19107.216,98.99785505,23.841855,4.116360803,0.03663537377711122,0.03598025100032931,-0.6194488850212375
Chile,2019,5,18.0,102.134,7.092,77.2986,19107.216,99.15648099,24.684877,4.264820719,0.09420524685542886,0.09002829778819274,0.3982923429004331
Chile,2019,6,9.0,101.2512,7.005,77.5229,19107.216,99.12961156,23.176222,3.881813352,0.04710262342771443,0.04602694373046389,-0.43026659253523203
Chile,2019,7,23.0,101.5575,7.002,77.6578,19107.216,98.86154529,25.174383,4.237573287,0.12037337098193687,0.11366199670074628,0.843322111432132
Chile,2019,8,17.0,102.7189,7.113,77.8781,19107.216,98.67000509,25.552909,4.265542528,0.08897162203012726,0.08523378486944032,0.30801020033995263
Chile,2019,9,6.0,101.5843,7.243,77.7672,19107.216,98.16008256,23.859508,3.779987619,0.03140174895180962,0.03091879833990558,-0.7147575844439108
Chile,2019,10,63.0,97.1716,7.21,78.1968,19107.216,97.8669106,22.526696,3.52826639,0.329718363994001,0.28496716341462325,4.069050719257733
Chile,2019,11,34.0,97.1075,7.192,78.4597,19107.216,99.08023754,21.826178,3.366973608,0.17794324406025452,0.16376990415381137,1.7868693123148718
Chile,2019,12,38.0,99.6906,7.28,78.6783,19107.216,100.7326499,25.445266,3.888733205,0.19887774336146094,0.18138590534317323,2.1185839948435405
Chile,2020,1,13.0,101.8714,7.606,78.9331,19458.31,98.7600619,24.24579,4.173853173,0.06680950195571969,0.06467242025617136,-0.07916657500935635
Chile,2020,2,17.0,101.564,7.819,79.381,19458.31,98.32996288,24.463799,4.078498499,0.08736627178824882,0.08375850794888409,0.28023028535903705
Chile,2020,3,17.0,96.0497,8.023,79.4947,19458.31,98.72256635,26.845373,4.636556265,0.08736627178824882,0.08375850794888409,0.28023028535903705
Chile,2020,4,28.0,88.3421,8.131,79.4557,19458.31,98.33157659,25.857077,4.277014978,0.14389738882770395,0.1344411938540835,1.2346007400395342
Chile,2020,5,11.0,86.6789,8.961,79.4247,19458.31,98.82847483,24.111588,4.120632526,0.056531117039455125,0.054991010588143624,-0.26147047587416655
Chile,2020,6,42.0,86.54,10.91,79.6077,19458.31,99.5547969,26.810292,4.373738157,0.2158460832415559,0.19544019925090644,2.383230641472043
Chile,2020,7,33.0,88.6197,11.88,79.6311,19458.31,100.4408399,28.848639,4.67778133,0.16959335111836538,0.15665612524889916,1.6529146829040198
Chile,2020,8,9.0,91.2841,12.454,79.8,19458.31,101.8780305,33.844882,5.829848842,0.04625273212319055,0.04521495416646867,-0.44555660401638053
Chile,2020,9,43.0,94.7281,12.403,80.1642,19458.31,102.8269002,34.903521,5.438055837,0.2209852756996882,0.1996581358418401,2.4626556756865363
Chile,2020,10,22.0,96.2366,12.147,80.485,19458.31,103.6929363,32.366887,5.258378376,0.11306223407891025,0.1071149863446627,0.7200399068934727
Chile,2020,11,13.0,97.433,11.641,80.5881,19458.31,104.5438941,32.329996,5.201764376,0.06680950195571969,0.06467242025617136,-0.07916657500935635
Chile,2020,12,15.0,99.9438,11.202,81.0088,19458.31,106.4338321,36.256414,5.980374109,0.07708788687198426,0.0742609982543305,0.10138927715994954
Chile,2021,1,24.0,100.4076,10.99,81.3818,19678.363,104.6001235,33.427067,6.414712406,0.12196136436755435,0.11507837189759691,0.8699928889663953
Chile,2021,2,6.0,102.8279,10.704,81.6376,19678.363,105.4646212,31.609814,5.848013467,0.030490341091888588,0.030034748273773792,-0.7314045171884116
Chile,2021,3,10.0,101.314,10.54,81.781,19678.363,108.4507944,37.823677,6.881032164,0.05081723515314765,0.049568180629594484,-0.3635840201893985
Chile,2021,4,8.0,99.7043,10.207,82.0831,19678.363,108.5581661,36.812682,6.471238015,0.04065378812251812,0.0398491580659023,-0.546596183366989
Chile,2021,5,20.0,103.0503,10.165,82.3316,19678.363,110.3030979,41.189758,7.819091229,0.1016344703062953,0.09679495907046991,0.5257106414632816
Chile,2021,6,8.0,104.7523,9.809,82.6721,19678.363,111.1950166,36.059826,6.539743188,0.04065378812251812,0.0398491580659023,-0.546596183366989
Chile,2021,7,19.0,106.0575,9.296,83.2631,19678.363,112.5246241,37.505131,6.771325566,0.09655274679098053,0.09217139240734919,0.43864746910533375
Chile,2021,8,11.0,106.687,8.548,83.6145,19678.363,113.5662555,41.620566,7.514259369,0.05589895866846241,0.05439249762704432,-0.2727406577245313
Chile,2021,9,7.0,107.6056,8.226,84.4277,19678.363,113.8178059,40.379105,7.175046652,0.03557206460720335,0.034953993451461045,-0.6387736280974963
Chile,2021,10,32.0,108.5857,8.254,85.3294,19678.363,114.5894148,41.930591,7.315353024,0.16261515249007247,0.1506719094791008,1.5402300723091666
Chile,2021,11,6.0,109.7095,8.105,85.9623,19678.363,115.0242477,43.846915,7.440540256,0.030490341091888588,0.030034748273773792,-0.7314045171884116
Chile,2021,12,41.0,108.9775,7.813,86.8312,19678.363,115.3635595,47.83194,7.941492015,0.20835066412790534,0.18925634226221486,2.2667867257526644
Chile,2022,1,8.0,106.9084,7.65,87.6585,19828.563,113.7224921,42.736102,7.440184347,0.04034583847553653,0.03955319487081719,-0.5521692607210661
Chile,2022,2,23.0,107.3906,7.603,88.0147,19828.563,112.2178849,38.702461,6.622045145,0.11599428561716751,0.10974574353128527,0.7695778681816176
Chile,2022,3,8.0,108.3601,7.644,89.4773,19828.563,112.4085442,45.599709,7.759672159,0.04034583847553653,0.03955319487081719,-0.5521692607210661
Chile,2022,4,32.0,106.6717,7.67,90.6979,19828.563,113.3059869,45.050074,7.326632339,0.16138335390214611,0.14961184106693046,1.520268660350696
Chile,2022,5,22.0,107.7525,7.667,91.8295,19828.563,114.4471639,49.30848,7.822759368,0.11095105580772545,0.1052164555086141,0.6842899914171351
Chile,2022,6,32.0,107.7937,7.652,93.0309,19828.563,114.1386191,54.180268,8.048680399,0.16138335390214611,0.14961184106693046,1.520268660350696
Chile,2022,7,24.0,104.9769,7.703,94.1857,19828.563,114.4891236,55.085495,8.569225142,0.12103751542660958,0.11425460956627385,0.8544811926809227
